Description,DescValue
continuously,30
invalid,2
stock,32
"1,200",16
capitol,8
program.field,2
residences,36
"6,800",8
miles,103
"109,000",10
"200,000",34
"7,500",8
"148,000",10
basins.the,2
storehouse,22
mainteance,2
yards,8
interruption,2
even,3
requisitioning,3
promptly,38
shipments,6
bar-coding,2
surplus,7
obsolete,8
obsolescent,3
deterioration,4
spoilage,2
dispatching,13
pickup,3
palate,2
jacks,7
skidsteers,2
ie,11
in-city,31
pumped,2
alleviate,12
situation,28
acceptable,41
"â€¢	triaging",2
"â€¢	giving",2
"â€¢	relaying",2
"â€¢	under",56
fls,2
pap,2
"â€¢	contacting",2
diagnostic/treatment,2
"â€¢	posting",4
onto,10
co-workers,4
helpdesk,18
convey,11
unresolved,3
route,13
redirect,3
consideration,11
dispatch,11
instructing,3
acrobat,6
lawmanager,2
confident,2
ba,30
siblings,2
gov,8
studio,14
vanguard,2
combining,6
eliciting,2
sure,16
however,18
common,24
cross-train,8
smaller,2
iterative,10
alpha.nyc.gov,2
nyc.gov,4
blended,2
scrum,14
user-centric,2
innovate,8
independent/consultant,4
"â€¢	strategic",6
larger,12
"â€¢	adhere",6
pertains,11
bas,4
insource,2
"â€¢	regular",6
involvement,26
projectâ€™s,8
constructive,6
openness,2
bidirectional,4
centered,8
position's,4
advisor/fls,2
establishes,18
ospe,18
nucleus,6
synergies,8
infiltration,12
inflow,6
i&i,6
headquarters,33
infiltration/inflow,4
coordination:,2
agency):,2
"â€¢	red",2
"â€¢	jamaica",4
bay,15
army,5
corps,13
"â€¢	east",2
side,14
coastal,22
escr,2
"â€¢	escr",2
"â€¢	edgemere",2
hpd,168
"â€¢	tottenville",2
dunes,2
"â€¢	travis",2
ave,4
"â€¢	raising",2
shorelines,2
"â€¢	resilient",2
"â€¢	ny",2
rising,2
orr,4
"â€¢	sea",2
wall,2
si,4
usace,2
"â€¢	nycha",2
"â€¢	resiliency",2
w/,2
"â€¢	sunset",2
"â€¢	utilizing",8
"â€¢	bellevue",2
investigations:,4
rockaway,2
coney,10
beach:,2
"â€¢	field",4
characteristics,10
"â€¢	flow",4
"â€¢	hydraulic",2
simulations,5
"â€¢	groundwater",2
"â€¢	determine",11
peak,5
sub-metered,2
"â€¢	televise",2
demonstrating,8
confirm,28
indirect,6
downspouts,2
"â€¢	summarize",4
i/i,2
optimizations,4
implementable,6
title:,102
no:,46
"10251			",4
"$30,580 ",2
"35,098",2
"				",11
location:,189
421,34
26th,18
st,12
division/work,48
unit:,50
"department			",2
positions:,48
hours/shift:,48
onboarding/offboarding,2
discipline,25
approver,2
ot,2
"â€¢	filing",5
grievance,17
"â€¢	serving",24
backâ€“up,2
non-city,6
bringing,20
dna,55
swabbing,12
figures,12
"â€¢	processing",9
fmla,6
workerâ€™s,4
compensation,35
clerk,30
"â€¢	compiling",4
"â€¢	other",44
psu,6
1.4,2
school-aged,2
"â€¢	documenting",4
"â€¢	monitoring",19
ltcp,6
"â€¢	development",14
ltcps,2
tipping,2
regulator,2
attainability,2
uaas,2
"â€¢	internal",4
"â€¢	meetings",2
ppc,14
introducing,8
pursuing,8
spans,12
tobacco,72
furthering,14
division-wide,15
researchers,22
ppcâ€™s,2
transforming,17
traditional,16
bridge,44
complement,4
epidemiological,12
epidemiologist,2
epidemiologistâ€™s,2
evidence-informed,4
manuscripts,26
deemed,14
computers,40
out-of-the-box,1
reimagine,1
wlan,1
wireless,37
increased,43
issue(s,1
afe,1
acms,1
google,5
chrome,1
docking,3
mouse,1
keyboards,1
laptop,12
locks,3
upkeep,15
inquire,2
â€œhelp,1
ticketsâ€,1
accept,7
tech,48
"$82,395 ",6
annual),6
nurse-family,14
nfp,60
replicated,12
rigorously,14
evaluated,20
parenting,26
began,12
2003,16
jamaica-site,2
visitor,12
prescribed,26
realistic,15
reflective,8
attaining,16
prenatal,12
postpartum,14
nutrition,36
"â€¢	evaluate",35
womenâ€™s,4
familiesâ€™,3
problem-solving,23
friends,10
"â€¢	consult",12
"â€¢	record",11
accord,8
institutional,30
"â€¢	meet",9
minimum,67
2-hour,8
education-related,2
detention,37
cth,4
delinquents,2
adjudicated,8
limited-secure,2
placements,15
recidivism,4
vicinity,4
alcohol,52
drug,55
delays,48
providerâ€™s,6
intersection,36
mhu,4
employs,20
enforcement/clinical,4
co-response,26
co-occurring,6
disorders,14
inability,4
dohmh/nypd,4
interdisciplinary,8
mentally,2
ill,2
masterâ€™s,4
"	conduct",26
wells,41
clinical/administrative,2
clinicians,16
"	provide",26
"	coordinate",18
co-facilitate,6
briefing,35
fdny-emt,2
ny-emergency,2
involuntary,2
"	complete",4
encounters,6
"	oversee",4
"	other",10
landings,2
racks,7
piers,6
bulkheads,8
seawalls,8
foundations,2
marinas,2
preliminary/final,4
useful,6
proposals/bids,4
project-specific,6
filings,23
rei,2
medium,32
opinions,33
carries,6
23,11
passengers,15
george,7
terminal,19
whitehall,4
lower,33
exemplifies,4
waterfronts,10
recognizes,6
employed,21
ratings,7
random,6
reviewersâ€™,3
"â€¢	reviews",8
generated,24
follows,10
supervisor/auditors,1
inter-rater,3
reviewers,10
rebuttals,1
sends,1
"â€¢	receiving",2
"â€¢	stormwater",4
concentrations,2
"â€¢	watershed",2
characterization,2
"â€¢	drainage",2
"â€¢	green",2
"â€¢	state-of-good-repair",2
"â€¢	modeling",2
finalization,2
investigations/monitoring,2
"â€¢	analyzing",14
"â€¢	capturing",4
case-relevant,2
memorandums,14
"â€¢	mapping",2
cell,4
"â€¢	data-mining",2
proactive,24
links,6
discerning,2
"â€¢	coordinating",30
oath,193
egordian,10
activate,4
myriad,17
pillar,4
incumbent,90
oba,4
budgets/contractual/procurement,4
trouble,7
shoot,4
purchased,10
infrastructures,6
"â€¢	conducts",10
engineer-in-charge,47
"â€¢	presents",2
defends,2
"â€¢	signs",2
seals,2
establish/revise,2
re-structure,2
spearheading,6
depth,3
drain,2
plan/private,2
drawings-other,2
etc.â€¦,2
designation,20
occurs,14
usually,10
reviewed,16
deis)/environmental,2
eas,3
nycdep,10
comments/concerns,2
applicantâ€™s,2
ulurp,34
nycdcp,2
crime,72
scene,30
ascld/lab,6
semi-annual,4
commercially,8
desired,20
documented,28
traceability,4
commanding,6
forensic,120
highly-organized,2
beginning,7
3542,4
tabulate,10
orient,6
linear,8
300,8
worth,8
$4.50 ,2
"5)	identifying",2
large-scale,28
problematic,3
mis)/office,6
direct/manage,1
ent,4
servers/peripherals,1
defines,2
pmoâ€™s,2
epmis,14
graduate,56
roll,11
software-based,2
optimizing,14
action:,2
"â€¢	generates",3
reveal,2
highlights,4
retire,2
reflecting,8
yearly,29
phasing,2
ranging,29
changing,39
permissions,10
competent,7
$3.20 ,2
"10,600",6
8%,2
"600,000",14
leased,43
chair,29
cabinet,4
us,55
solutions-oriented,2
exhibit,8
negotiator,6
labor-related,2
95%,4
covered,9
"$59,708.00 ",12
flat,18
on-board,2
year:,2
"$65,678.00 ",2
"72,246.00(annual",2
world,41
wtchr,18
11th,8
2001,4
"71,000",4
volunteered,2
registry's,12
front-line,14
enrollees,14
strives,38
contacting,12
remind,2
sas,30
extract,17
enrollee,2
tracing,4
ancillary,13
#7037,15
#7537,13
by:,22
done,17
fee,8
negotiations,30
grant-funded,31
dependent,14
flood,30
formation,6
introduce,16
transportationâ€™s,12
trailers,4
shops,6
manufacturing,34
constructing,13
remodels,3
little,9
self-starter,14
nycdot,25
downstate,7
office(s,2
spcc,2
countermeasure,2
non-hazardous,2
walkthroughs,11
unrelated,4
square,26
mile,8
west,24
hudson,4
entertainment,12
mome,16
film,20
theatre,14
broadcasting,18
oftb,12
one-stop,4
markets,13
premiere,4
restrictions,10
correctly,28
arrangements,3
continued,28
upcoming,24
filming,8
information/advice,4
contact(s,4
inquiry,16
"â€¢	recommend",12
"â€¢	advise",18
pre-production,3
shooting,4
stunts,2
pyrotechnics,2
closures,3
universities,15
shows,2
discount,2
"140,000",39
"114,000",37
"90,000",37
gatehouses,37
reservoirs,65
68,39
100-million-gallon,29
"7,000",48
vast,43
falls,38
considerable,19
rolling,6
framing,2
impacting,17
executive-level,4
bwsoâ€™s,9
bwso-related,2
"â€¢	appropriately",6
roadblocks,6
goals:,4
â€¢to,4
confirmed,20
ideally,26
regimen,6
observed,12
therapy,6
progression,12
latent,8
immunocompromised,4
immigrants,10
widespread,6
level-ii,2
interview/re-interview,2
collecting/transporting,4
blood,12
patients:,4
lost,10
ingest,8
thru,16
post-test,5
btbc,10
titles,38
thoroughness,2
accomplishment,2
4.train,2
cohort,2
$1.50 ,11
multibillion,13
counterparts,11
oversights,21
pc,19
windows-based,3
powerpoint,31
anaylst,1
serology,8
mmrv,2
"â€¢	training",6
technologist,4
"â€¢	generating",2
"â€¢	cross-training",2
biosafety,2
#5013,4
eas)/environmental,2
statement,11
eis)/uniform,2
eis/eas/ulurp,4
pre-application,2
hazmat,2
averting,24
preventable,24
inspector,176
publicâ€™s,58
smoke-free,34
eliminated,24
smoking,24
second-hand,24
smoke,28
banning,24
heart-disease,24
trans,24
fats,24
mandating,24
calorie,24
restaurants,57
dining,24
ant,24
restaurant,36
immensely,24
popular,26
heart,32
foodborne,24
www.nyc.gov/health/restaurants,24
uses,92
handheld,28
carts,26
saunas,24
soup,32
kitchens,26
enacted,26
consultative,50
"$41,199 ",2
generous,30
vacation,34
carry-over,24
allowed,27
salaries,24
significantly,36
residency,40
rm,4
excess,9
regions,4
broken,6
depends,6
pre-bid,10
pre-award,4
pre-construction,2
ehasps,4
ecp,3
seven,24
catskill,4
delaware,2
aware,11
verifiable,8
contractsâ€™,8
"â€¢	properly",2
cooperate,10
hydraulics,12
hydrology,14
h/h,4
calibration,16
hec-ras,4
blue,8
belt,6
installing,28
flowmeters,4
presenting/technical,4
ifa,7
well-child,4
mediating,10
prosecuting,30
discourtesy,18
offensive,18
ccrb,75
"4,500",10
board's,8
entirely,8
www.nyc.gov/ccrb,12
ccrbâ€™s,13
â€¢oversight,4
guarantee,4
â€¢on,4
continual,8
managing/operating,2
â€¢evaluate,6
administrative/operational,4
defining,27
updates/changes,2
setting/attending,2
â€¢manages,6
conferring,6
grievances,10
â€¢plans,2
organizes,10
â€¢advises,2
differentials,8
â€¢responsible,4
â€¢monitor,8
leaves,10
absences,8
maspeth,3
mediums,2
non-electronic,7
#7540,4
#7040,4
ends,13
january,8
31,16
2017,39
matriculating,6
assembling,12
privilege,4
strict,11
also:,14
reserving,10
aides,14
inception,21
conclusion,4
litigating,8
prosecutorial,24
non-legal,12
secures,7
settlement,53
formats,20
series,16
recommended,18
algorithm,4
arcmap,2
layers,6
version,17
mxd,2
prudent,3
takes,28
internship,23
initiates,9
executes,11
adaptability,3
indirectly,3
projects/suggestions,1
additional/reassignment,1
ddpc,2
satisfactorily,2
sick,15
generation,57
refers,7
cycles,5
staffâ€™s,4
difficulties,3
mentors,1
presents,5
prioritizes,8
expeditious,6
supervisorsâ€™,3
centerâ€™s,3
reservations,1
vocabulary,1
interacts,16
ddp,1
fulfilled,3
â€œdoiâ€,39
oldest,92
combating,96
nonpartisan,88
watchdog,88
auditor,60
policy-driven,10
agencies:,8
childrenâ€™s,73
â€œacsâ€,4
â€œdhsâ€,6
â€œhraâ€,4
subpoenaed,6
testifying,14
prosecutors,34
inquisitive,20
grasp,8
auditing,65
do:,5
cots,12
siebel,3
xrm,2
transitions,4
usability,15
"â€¢	critically",2
configurators,2
designers,13
chiefs,29
analysis:,7
covering,12
unavailable,2
runs,21
treated,4
diversity,93
orderly,8
performances,4
receptionist,2
mailing,9
lexis,3
maintainers,7
eastern,10
wsm,4
aqueduct,16
pmcs,6
wsms,2
grounds,11
competencies:,16
inclined,2
non-technical,15
conscientious,16
indicators:,2
anticipates,10
react,14
consequences,25
sidewalk,50
begin,6
fees,24
enabling,4
roadways,20
curbs,2
sidewalks,48
hiqa,8
coordination-streets,2
bwsâ€™s,4
pre-turnover,2
newsletter,9
training/presentations,6
tablet,10
assurance/quality,8
manufacturers,8
fabrication,8
review/enforcement,2
manufacturer,6
designer,10
f,26
nonâ¬public,4
http://pediatrics.aappublications.org/content/pediatrics/131/1/178.full.pdf,10
hunts,4
bowery,4
lastly,14
contract/job,4
ps-toc,2
standardize,20
construction/management,2
connected,22
estimation,12
startup,12
stones,2
york:,17
five-borough,15
ground,18
inclusionary,26
economically,18
stimulate,6
benefitting,6
intellectual,38
inspiration,24
creativity,48
www.nyc.gov/planning,26
listing,30
chairman,12
reoccurring,2
considerations,15
chairmanâ€™s,2
adroit,2
cursory,2
~300,2
divisional,53
â€œstudies,2
managerâ€,2
eis,31
scoped,2
underlying,8
subsequently,8
inter-divisional,4
workplanning,2
intervening,3
mechanisms,50
agenda,42
principals,5
cybersecurity,56
wants,8
posture,8
imaginative,2
cyber,138
goodwill,2
roadmap,22
threats,41
forums,39
access/asset,2
penetration,4
ethical,10
hacking,4
wifi,2
effectuate,6
hardened,2
deployed,14
vulnerabilities,21
theft,3
convene,8
csirt,4
remediating,2
holistic,8
endeavor,4
spanning,4
shape,25
sedimentation,6
surveying,12
miii,6
nycdepâ€™s,2
frequency,10
designâ€™s,2
strips,2
porous,2
6055,2
interview.,4
constructionâ€™s,14
ramp,106
meetings.assess,2
constructability,23
corners,8
ramps,65
installed,18
exception,6
forwarded,5
mark-outs,6
attends,26
specifications/scopes,2
xen,2
ticker,2
6049,2
#7012,12
#7516,10
position.,12
coop,24
normal,9
"â€¢	responding",12
command,84
"â€¢	planning",9
patrol,12
eoc,28
nycem,36
"â€¢	creating",12
countywide,2
"â€¢	drafting",24
ecc,6
microbiologists,4
bench,10
discordant,4
"â€¢	ensuring",29
parameters,20
arm,20
interesting,6
discussion,17
derive,2
server-side,8
client-side,6
oo,4
"â€¢	mentor",10
rebase,2
lined,2
"â€¢	address",4
"â€¢	transition",4
disengaging,4
genome,4
sequencing,8
pulse,4
antibiotic,2
resistant,6
bacteria,6
technician's,2
tick,2
suspensions,6
disqualified,2
carryout,2
defend,12
organization.â ,2
â·,232
standardization,6
awarenessâ and,2
institute,8
"2)	facilitate",2
"3)	define",2
specify,6
contingencies,4
"4)	provide",2
"5)	work",2
"6)	translate",2
documentation/specifications,2
"7)	communicate",2
"8)	conduct",2
"9)	prepare",2
0,6
"11)	achieving",2
submitted).,4
site(s,4
rollouts/refresh,2
techs,2
adequately,13
"â€¢	deliver",11
hardware/software/network,2
"â€¢	handle",19
moves,8
uninstall/install,2
lift,22
pack/unpack,2
"â€¢	setup",4
projectors,2
"â€¢	required",8
governed,2
advertisement,6
vetting,12
justify,8
payee,13
pip,15
hhs,9
pre,7
"â€¢	triage",2
nightly/daily,2
etl,24
bi,28
prove,2
"â€¢	provision",2
attorneyâ€™s,23
rcda,4
programmers,8
team-based,8
"â€¢	level",2
3-Jan,2
vb.net,4
asp.net,10
normalization,2
flowcharts,6
sequence,3
reviewer,9
dls,6
inputting,7
subs,4
pact,5
sub,8
filled,3
subcontractors,10
approval/process,2
dohmh's,40
influence,6
context,14
brea,6
rights/healthy,2
soliciting,4
improvements/enhancements,2
admin,34
activity/task,2
estimations,4
enhancements/fixes,2
â·â communicate,2
â·â maintain,4
first-level,4
â·â create,2
team's,4
â·â troubleshoot,2
â·â track,2
â·â report,2
â·â â participate,2
40,19
timesheets,17
overtime,45
shredding,2
prepping,4
dayforward,2
historical,33
qualify,10
30-30,4
47th,2
avenue,10
11101,12
lands,15
bluebelt,50
motor-powered,8
markers,3
bmp,9
mow,5
prune,5
lawns,9
grades,11
wood,2
chips,6
rip-rap,2
wooden,2
bollards,2
poles,2
stream,15
stabilization,5
fencing,3
litter/debris,2
pick-up,8
snags,2
weeding,2
fences,2
trespassing,4
ice,18
dep-owned,2
rowboat,2
bat,2
wildlife,6
habitat,3
appearances,20
courthouses,6
"â€¢	climb",3
brace,3
fell,3
"â€¢	operate",11
bucket,6
truck,12
aerial,6
cherry,5
